Order ID,Product ID,Sales,Quantity,Discount,Profit
CA-2017-163860,FUR-CH-10004698,113.372,2,0.3,68.0232
CA-2017-163860,FUR-FU-10001935,2.96,2,0.6,1.776
US-2017-158526,FUR-CH-10002602,1207.84,8,0.0,724.704
US-2017-158526,OFF-BI-10002414,12.53,1,0.0,7.517999999999999
US-2017-158526,OFF-AR-10003696,34.58,1,0.0,20.747999999999998
US-2017-158526,FUR-CH-10004495,300.98,1,0.0,180.588
US-2017-158526,FUR-CH-10001270,258.75,3,0.0,155.25
CA-2017-134194,OFF-BI-10003684,39.582,9,0.8,23.7492
CA-2017-134194,OFF-SU-10000946,44.688,7,0.2,26.8128
CA-2017-134194,OFF-AR-10001615,31.744,2,0.2,19.0464
CA-2017-134194,OFF-BI-10001597,40.98,5,0.8,24.587999999999997
CA-2017-134194,OFF-BI-10001116,3.168,3,0.8,1.9008
CA-2017-122798,OFF-ST-10003058,118.25,5,0.0,70.95
CA-2017-122798,OFF-PA-10004239,4.28,1,0.0,2.568
CA-2017-136238,OFF-PA-10004285,16.032,3,0.2,9.6192
CA-2017-147956,OFF-ST-10001097,1003.62,6,0.0,602.172
US-2017-102638,OFF-FA-10002988,6.03,3,0.0,3.618
CA-2017-128734,FUR-FU-10001731,8.544,4,0.2,5.1264
CA-2017-128734,FUR-CH-10001394,842.376,3,0.2,505.4256
US-2017-162068,OFF-BI-10002813,1.188,2,0.7,0.7128
CA-2017-101322,FUR-CH-10003968,340.704,6,0.2,204.4224
CA-2017-146780,FUR-FU-10001934,41.96,2,0.0,25.176
US-2017-147669,TEC-AC-10002473,158.928,7,0.2,95.35679999999999
US-2017-147669,OFF-BI-10000632,13.023,1,0.7,7.8138
US-2017-147669,FUR-TA-10002645,273.06,2,0.4,163.83599999999998
US-2017-147669,OFF-FA-10002975,39.312,13,0.2,23.5872
CA-2017-112487,OFF-BI-10000494,3.132,2,0.7,1.8792
CA-2017-110625,FUR-FU-10001473,27.46,2,0.0,16.476
CA-2017-163671,OFF-BI-10001679,21.312,3,0.2,12.7872
CA-2017-117933,OFF-AP-10004249,35.91,3,0.0,21.545999999999996
CA-2017-161480,FUR-BO-10004015,191.984,2,0.2,115.1904
CA-2017-154935,OFF-BI-10003708,17.88,3,0.2,10.728
CA-2017-169411,FUR-FU-10001602,37.93,1,0.0,22.758
CA-2017-114055,OFF-PA-10004381,96.08,2,0.0,57.647999999999996
CA-2017-114055,OFF-FA-10003059,3.62,2,0.0,2.172
CA-2017-114055,OFF-PA-10000994,629.1,6,0.0,377.46
CA-2017-114055,TEC-PH-10002890,90.48,2,0.0,54.288000000000004
CA-2017-121398,OFF-BI-10001718,153.552,3,0.2,92.13119999999999
CA-2017-121398,OFF-ST-10002756,270.62,2,0.0,162.37199999999999
CA-2017-162880,OFF-BI-10003314,3.856,1,0.2,2.3135999999999997
CA-2017-108756,TEC-AC-10003237,31.8,3,0.0,19.08
CA-2017-165841,TEC-PH-10002103,281.97,3,0.0,169.18200000000002
CA-2017-165841,OFF-SU-10000898,69.5,5,0.0,41.699999999999996
CA-2017-165841,OFF-PA-10001144,166.44,3,0.0,99.86399999999999
CA-2017-163510,OFF-ST-10000563,95.94,3,0.0,57.56399999999999
CA-2017-163510,FUR-CH-10001146,304.45,5,0.0,182.67
CA-2017-169978,FUR-CH-10002602,271.764,2,0.1,163.0584
CA-2017-169978,OFF-BI-10001900,14.376,3,0.2,8.625599999999999
CA-2017-124296,TEC-MA-10003183,479.97,3,0.0,287.982
CA-2017-124296,FUR-CH-10002439,232.88,4,0.0,139.72799999999998
US-2017-162670,OFF-ST-10001328,62.04,4,0.0,37.224
US-2017-162670,TEC-PH-10003601,494.97,3,0.0,296.982
US-2017-162670,OFF-ST-10001522,367.96,4,0.0,220.77599999999998
US-2017-162670,OFF-PA-10001994,44.96,2,0.0,26.976
US-2017-162670,OFF-EN-10001453,182.94,3,0.0,109.764
CA-2017-148355,OFF-PA-10001972,19.44,3,0.0,11.664
CA-2017-148355,OFF-BI-10000201,12.3,5,0.0,7.38
CA-2017-150910,FUR-TA-10002903,934.956,6,0.4,560.9736
CA-2017-150910,TEC-AC-10001013,46.864,2,0.2,28.118399999999998
CA-2017-150910,OFF-ST-10000918,26.16,3,0.2,15.696
CA-2017-150910,OFF-AR-10001419,23.128,7,0.2,13.8768
CA-2017-150910,OFF-AP-10003266,59.24,5,0.2,35.544
CA-2017-105620,FUR-FU-10004963,21.0,3,0.2,12.6
CA-2017-105620,TEC-MA-10004626,120.0,2,0.5,72.0
CA-2017-155376,OFF-AP-10001058,839.43,3,0.0,503.65799999999996
CA-2017-127929,FUR-FU-10003708,181.95,3,0.0,109.16999999999999
CA-2017-134404,TEC-PH-10000576,164.388,2,0.4,98.6328
CA-2017-134404,OFF-AR-10004441,13.248,4,0.2,7.948799999999999
CA-2017-144827,OFF-ST-10004340,124.36,2,0.0,74.616
CA-2017-119578,OFF-SU-10003505,695.16,6,0.0,417.09599999999995
CA-2017-119578,FUR-BO-10003660,220.98,1,0.0,132.588
CA-2017-106782,OFF-ST-10004459,375.34,1,0.0,225.20399999999998
CA-2017-140627,FUR-FU-10000087,72.704,4,0.2,43.62239999999999
CA-2017-140627,OFF-AR-10000422,12.264,7,0.2,7.3584
CA-2017-140627,OFF-ST-10004123,218.352,3,0.2,131.0112
CA-2017-121195,OFF-ST-10000585,264.32,2,0.2,158.59199999999998
CA-2017-105480,OFF-PA-10002787,6.48,1,0.0,3.888
CA-2017-105480,OFF-BI-10003291,6.984,1,0.2,4.1903999999999995
CA-2017-115931,OFF-AR-10000369,4.17,3,0.0,2.502
CA-2017-115931,TEC-PH-10001300,67.04,4,0.2,40.224000000000004
CA-2017-115931,OFF-ST-10000876,37.32,3,0.0,22.392
CA-2017-115931,OFF-LA-10001404,18.45,5,0.0,11.069999999999999
CA-2017-107461,OFF-BI-10002003,23.88,6,0.0,14.328
CA-2017-121741,OFF-ST-10004459,750.68,2,0.0,450.40799999999996
CA-2017-104927,OFF-PA-10000019,25.92,5,0.2,15.552
CA-2017-104927,OFF-BI-10003429,6.33,5,0.8,3.798
CA-2017-104927,OFF-PA-10000176,75.88,5,0.2,45.528
CA-2017-102197,OFF-PA-10001970,279.9,5,0.0,167.93999999999997
CA-2017-102197,OFF-BI-10001524,50.352,3,0.2,30.211199999999998
CA-2017-102197,OFF-PA-10004156,34.02,3,0.0,20.412000000000003
CA-2017-100412,FUR-CH-10002647,141.96,2,0.0,85.176
CA-2017-146164,FUR-TA-10004915,607.52,2,0.0,364.512
CA-2017-146164,OFF-ST-10001228,31.16,2,0.0,18.695999999999998
CA-2017-163405,OFF-AR-10003811,6.63,3,0.0,3.9779999999999998
CA-2017-163405,OFF-AR-10001246,5.88,2,0.0,3.528
CA-2017-138380,OFF-ST-10003306,1000.02,7,0.0,600.012
CA-2017-120376,TEC-AC-10001114,199.95,5,0.0,119.96999999999998
CA-2017-120376,FUR-CH-10002335,1586.69,7,0.0,952.014
CA-2017-120376,TEC-AC-10000844,84.99,1,0.0,50.99399999999999
CA-2017-120376,FUR-TA-10004534,411.8,2,0.0,247.07999999999998
CA-2017-121216,OFF-PA-10004519,28.672,8,0.2,17.2032
CA-2017-121216,OFF-AP-10001947,29.312,8,0.8,17.5872
CA-2017-145219,TEC-CO-10001449,2879.952,6,0.2,1727.9712000000002
CA-2017-145219,OFF-BI-10001670,90.48,3,0.2,54.288000000000004
CA-2017-117443,OFF-BI-10004002,13.84,4,0.8,8.304
CA-2017-117443,OFF-PA-10004475,175.872,4,0.2,105.5232
CA-2017-142909,FUR-TA-10003008,182.55,2,0.5,109.53
CA-2017-115602,OFF-AR-10002280,38.82,6,0.0,23.291999999999998
CA-2017-115602,FUR-CH-10001708,1141.938,9,0.1,685.1628000000001
CA-2017-115602,OFF-AP-10000891,1704.56,13,0.0,1022.7359999999999
CA-2017-115602,OFF-AR-10000462,3.2,2,0.0,1.92
CA-2017-128160,OFF-BI-10001510,36.672,2,0.2,22.003199999999996
CA-2017-145310,OFF-EN-10002621,7.824,1,0.2,4.6944
CA-2017-109589,TEC-AC-10003116,71.0,4,0.0,42.6
CA-2017-119193,OFF-BI-10000848,1.641,1,0.7,0.9845999999999999
CA-2017-119193,TEC-PH-10003072,629.958,7,0.4,377.97479999999996
CA-2017-149699,TEC-AC-10000474,474.95,5,0.0,284.96999999999997
CA-2017-158736,OFF-AR-10002578,5.76,2,0.0,3.456
CA-2017-143252,FUR-FU-10001057,99.95,5,0.0,59.97
CA-2017-143252,TEC-AC-10002331,29.34,3,0.0,17.604
US-2017-123463,OFF-AR-10001118,13.48,4,0.0,8.088
CA-2017-140585,OFF-BI-10003364,46.672,2,0.2,28.003199999999996
CA-2017-140585,FUR-BO-10002206,119.833,1,0.15,71.8998
CA-2017-140585,TEC-AC-10003610,119.98,2,0.0,71.988
CA-2017-105886,FUR-FU-10001037,18.96,2,0.0,11.376
CA-2017-104381,OFF-BI-10001628,33.376,4,0.2,20.025599999999997
CA-2017-116946,FUR-FU-10000320,13.36,5,0.2,8.016
CA-2017-116946,OFF-ST-10002554,78.256,2,0.2,46.9536
CA-2017-116946,FUR-BO-10000468,102.018,7,0.7,61.2108
CA-2017-103443,OFF-ST-10002276,166.72,2,0.0,100.032
CA-2017-103443,OFF-BI-10001617,24.816,3,0.2,14.889599999999998
CA-2017-103443,FUR-FU-10000308,124.36,2,0.0,74.616
CA-2017-156664,OFF-BI-10004209,7.236,3,0.7,4.3416
CA-2017-156664,OFF-FA-10002988,4.824,3,0.2,2.8943999999999996
CA-2017-156664,OFF-PA-10002222,91.36,5,0.2,54.815999999999995
CA-2017-156664,OFF-AP-10004487,130.112,2,0.2,78.0672
CA-2017-107342,OFF-PA-10001745,28.16,4,0.0,16.896
CA-2017-164000,OFF-AR-10003183,18.704,7,0.2,11.2224
US-2017-116701,OFF-AP-10003217,66.284,2,0.8,39.7704
CA-2017-133431,OFF-BI-10000605,15.24,5,0.2,9.144
CA-2017-133431,OFF-PA-10002615,13.23,3,0.0,7.938
CA-2017-137428,FUR-CH-10002774,81.568,2,0.2,48.940799999999996
CA-2017-137428,FUR-CH-10003817,97.184,2,0.2,58.310399999999994
CA-2017-137428,OFF-BI-10002949,24.32,5,0.2,14.591999999999999
CA-2017-137428,FUR-FU-10002445,18.96,2,0.0,11.376
CA-2017-116855,FUR-CH-10003846,504.9,5,0.0,302.94
CA-2017-158729,OFF-SU-10002881,1665.62,2,0.0,999.3719999999998
CA-2017-137456,FUR-FU-10001940,15.92,2,0.0,9.552
CA-2017-130309,OFF-ST-10003208,544.38,3,0.0,326.628
CA-2017-120936,OFF-ST-10001526,481.32,4,0.0,288.792
CA-2017-120936,OFF-SU-10002557,13.98,1,0.0,8.388
CA-2017-161578,OFF-PA-10002986,13.36,2,0.0,8.016
CA-2017-161578,OFF-ST-10002289,158.9,5,0.0,95.34
CA-2017-155362,OFF-ST-10001031,32.56,2,0.0,19.536
CA-2017-106964,OFF-BI-10000320,11.808,2,0.2,7.0847999999999995
CA-2017-111808,OFF-BI-10004656,10.8,5,0.0,6.48
CA-2017-122595,TEC-AC-10000474,227.976,3,0.2,136.7856
CA-2017-122595,TEC-PH-10003095,52.68,3,0.2,31.607999999999997
CA-2017-122595,FUR-FU-10002963,2.032,1,0.6,1.2192
CA-2017-119564,FUR-FU-10003096,22.77,3,0.0,13.661999999999999
CA-2017-147333,TEC-AC-10004469,159.8,4,0.0,95.88000000000001
CA-2017-147333,TEC-AC-10003038,44.75,5,0.0,26.849999999999998
CA-2017-108287,OFF-AR-10001315,12.672,9,0.2,7.6032
CA-2017-137463,OFF-BI-10003196,5.984,2,0.2,3.5904
CA-2017-137463,TEC-AC-10000358,189.95,5,0.0,113.96999999999998
CA-2017-137463,TEC-AC-10000057,149.95,5,0.0,89.96999999999998
CA-2017-137463,OFF-AR-10001988,29.95,5,0.0,17.97
CA-2017-137463,OFF-LA-10003498,44.4,3,0.0,26.639999999999997
CA-2017-102099,OFF-AR-10003811,6.63,3,0.0,3.9779999999999998
CA-2017-102099,OFF-PA-10003172,12.96,2,0.0,7.776
CA-2017-102099,OFF-PA-10000289,32.4,5,0.0,19.439999999999998
CA-2017-136063,OFF-AR-10000823,10.192,7,0.2,6.1152
US-2017-113992,FUR-TA-10000577,974.988,4,0.3,584.9928
CA-2017-154116,OFF-PA-10004569,22.83,3,0.0,13.697999999999999
CA-2017-154116,OFF-AP-10000027,54.32,4,0.0,32.592
CA-2017-154116,TEC-PH-10000675,196.776,3,0.2,118.0656
CA-2017-169859,FUR-FU-10004963,26.25,3,0.0,15.75
CA-2017-169859,OFF-BI-10000174,64.96,14,0.2,38.97599999999999
CA-2017-169859,OFF-EN-10000461,43.7,5,0.0,26.220000000000002
CA-2017-129581,TEC-PH-10001527,128.85,3,0.0,77.30999999999999
CA-2017-151799,TEC-CO-10002313,1199.98,2,0.0,719.9879999999999
CA-2017-151799,OFF-ST-10002790,73.85,1,0.0,44.309999999999995
CA-2017-151799,OFF-SU-10001664,25.71,3,0.0,15.426
CA-2017-151799,OFF-FA-10001332,17.28,6,0.0,10.368
CA-2017-151799,FUR-TA-10003473,526.582,2,0.3,315.94919999999996
CA-2017-135377,FUR-BO-10004015,287.976,3,0.2,172.7856
CA-2017-122770,OFF-LA-10004559,8.64,3,0.0,5.184
CA-2017-122770,OFF-PA-10003172,38.88,6,0.0,23.328
CA-2017-122770,FUR-FU-10001473,201.04,8,0.0,120.624
CA-2017-122770,OFF-PA-10000232,12.96,2,0.0,7.776
CA-2017-167150,OFF-BI-10001097,19.936,4,0.2,11.961599999999999
CA-2017-167150,OFF-BI-10001597,65.568,2,0.2,39.340799999999994
US-2017-160759,FUR-CH-10002961,63.686,1,0.3,38.2116
CA-2017-168389,FUR-TA-10004289,721.875,6,0.45,433.125
CA-2017-168389,TEC-PH-10003555,73.568,4,0.2,44.1408
CA-2017-168389,OFF-AR-10001958,13.584,1,0.2,8.1504
CA-2017-168389,FUR-CH-10000225,64.784,1,0.2,38.870400000000004
CA-2017-153871,OFF-BI-10004209,40.2,5,0.0,24.12
CA-2017-153871,OFF-BI-10004600,735.98,2,0.0,441.588
CA-2017-153871,OFF-AP-10003622,22.75,7,0.0,13.65
US-2017-103814,OFF-PA-10001019,143.856,9,0.2,86.3136
CA-2017-101798,OFF-BI-10000050,23.36,4,0.2,14.016
CA-2017-101798,TEC-AC-10001998,39.98,2,0.0,23.987999999999996
CA-2017-129833,OFF-PA-10000575,33.45,5,0.0,20.07
CA-2017-129833,OFF-BI-10004182,10.4,5,0.0,6.24
CA-2017-148922,TEC-AC-10001838,599.97,3,0.0,359.982
CA-2017-148922,TEC-PH-10000148,38.97,3,0.0,23.381999999999998
CA-2017-148922,OFF-BI-10003476,45.84,8,0.0,27.504
CA-2017-148012,OFF-AR-10004757,2.624,1,0.2,1.5744
CA-2017-100230,OFF-BI-10002498,14.952,1,0.2,8.9712
CA-2017-100230,OFF-PA-10002245,17.94,3,0.0,10.764000000000001
CA-2017-100230,TEC-PH-10004522,116.98,2,0.0,70.188
US-2017-135503,FUR-FU-10002364,14.76,2,0.0,8.856
US-2017-167570,FUR-CH-10003396,215.544,4,0.3,129.3264
US-2017-132927,OFF-BI-10001116,11.088,7,0.7,6.652799999999999
CA-2017-102659,OFF-BI-10000088,54.9,5,0.0,32.94
CA-2017-108329,TEC-PH-10001918,444.768,4,0.2,266.8608
CA-2017-157651,TEC-AC-10003116,14.2,1,0.2,8.52
CA-2017-148446,FUR-TA-10004256,1669.6,4,0.0,1001.7599999999999
CA-2017-109715,OFF-PA-10004965,15.984,2,0.2,9.590399999999999
CA-2017-108854,OFF-PA-10003022,87.92,4,0.0,52.752
CA-2017-108854,OFF-BI-10002854,22.424,1,0.2,13.4544
CA-2017-108854,OFF-BI-10001670,90.48,3,0.2,54.288000000000004
CA-2017-108854,OFF-ST-10001837,42.76,1,0.0,25.656
CA-2017-107629,FUR-FU-10002298,266.352,6,0.6,159.81119999999999
CA-2017-107629,FUR-FU-10004091,56.328,3,0.6,33.7968
CA-2017-107629,TEC-AC-10004510,39.264,3,0.2,23.558400000000002
CA-2017-107629,OFF-AR-10002987,95.232,6,0.2,57.139199999999995
CA-2017-142776,OFF-EN-10003160,7.28,1,0.0,4.368
CA-2017-142776,OFF-BI-10002012,5.4,3,0.0,3.24
CA-2017-142328,OFF-PA-10000380,50.04,6,0.0,30.023999999999997
US-2017-145366,OFF-ST-10004180,37.208,1,0.2,22.3248
US-2017-145366,OFF-EN-10004386,57.576,3,0.2,34.5456
CA-2017-139199,FUR-CH-10000847,872.94,3,0.0,523.764
CA-2017-139199,OFF-BI-10003982,41.54,2,0.0,24.924
CA-2017-139199,OFF-PA-10001293,12.96,2,0.0,7.776
CA-2017-102407,OFF-AR-10000122,11.16,2,0.0,6.696
CA-2017-102407,FUR-TA-10003748,896.328,9,0.2,537.7968
CA-2017-102407,OFF-AP-10001394,189.0,1,0.0,113.39999999999999
US-2017-122714,OFF-BI-10001120,1889.99,5,0.8,1133.994
CA-2017-117324,TEC-AC-10003023,178.11,3,0.0,106.866
CA-2017-117324,OFF-AP-10003590,1089.75,3,0.0,653.85
CA-2017-117324,OFF-LA-10003510,61.06,2,0.0,36.636
CA-2017-117324,FUR-BO-10003159,459.92,4,0.0,275.952
CA-2017-117324,OFF-PA-10002713,27.52,4,0.0,16.512
CA-2017-107986,OFF-ST-10001325,31.44,3,0.0,18.864
CA-2017-139402,OFF-PA-10004359,419.4,5,0.2,251.64
CA-2017-139402,OFF-BI-10000279,13.005,3,0.7,7.803
CA-2017-165099,OFF-AP-10001634,1.392,2,0.8,0.8351999999999999
US-2017-110149,OFF-BI-10000014,3.273,1,0.7,1.9638
US-2017-110149,FUR-FU-10001475,87.92,5,0.2,52.752
US-2017-125213,OFF-FA-10001561,6.54,3,0.0,3.924
CA-2017-117457,TEC-AC-10000158,179.95,5,0.0,107.96999999999998
CA-2017-117457,TEC-CO-10004115,1199.976,3,0.2,719.9856000000001
CA-2017-117457,OFF-PA-10003724,27.15,5,0.0,16.29
CA-2017-117457,FUR-TA-10002041,1004.024,7,0.2,602.4144
CA-2017-117457,OFF-PA-10002893,9.68,1,0.0,5.808
CA-2017-117457,OFF-LA-10003766,28.35,9,0.0,17.01
CA-2017-117457,OFF-PA-10001970,55.98,1,0.0,33.587999999999994
CA-2017-117457,FUR-BO-10001972,1336.829,13,0.15,802.0974
CA-2017-117457,FUR-CH-10003956,113.568,2,0.2,68.1408
CA-2017-143798,OFF-PA-10000788,10.368,2,0.2,6.2208
CA-2017-143798,FUR-FU-10004306,310.88,2,0.2,186.528
CA-2017-158967,FUR-FU-10001940,19.104,3,0.2,11.462399999999999
US-2017-140907,TEC-AC-10004510,49.08,3,0.0,29.447999999999997
US-2017-140907,OFF-ST-10000060,324.9,5,0.0,194.93999999999997
US-2017-140907,OFF-AR-10000799,18.24,3,0.0,10.943999999999999
CA-2017-134285,OFF-FA-10000611,3.552,3,0.2,2.1311999999999998
CA-2017-134285,OFF-PA-10000304,15.552,3,0.2,9.331199999999999
CA-2017-107748,TEC-PH-10003215,95.84,4,0.2,57.504
CA-2017-107748,OFF-PA-10002005,12.96,2,0.0,7.776
CA-2017-117926,OFF-AP-10002670,69.48,1,0.0,41.688
CA-2017-149706,TEC-AC-10001284,116.312,7,0.2,69.7872
US-2017-167920,OFF-BI-10004236,29.36,2,0.0,17.616
US-2017-167920,OFF-AP-10000159,214.9,5,0.0,128.94
US-2017-167920,OFF-BI-10003274,15.92,4,0.0,9.552
US-2017-167920,TEC-AC-10001013,146.45,5,0.0,87.86999999999999
US-2017-167920,OFF-ST-10004963,15.14,1,0.0,9.084
US-2017-167920,OFF-LA-10004409,5.76,2,0.0,3.456
US-2017-167920,TEC-CO-10001046,1399.98,2,0.0,839.9879999999999
CA-2017-135587,OFF-AP-10004540,320.64,4,0.0,192.384
CA-2017-135587,TEC-AC-10001266,52.0,4,0.0,31.2
US-2017-109484,OFF-BI-10004738,5.682,1,0.7,3.4092000000000002
US-2017-107272,OFF-BI-10003274,2.388,2,0.7,1.4327999999999999
US-2017-107272,OFF-ST-10002974,243.992,7,0.2,146.3952
CA-2017-160514,OFF-PA-10002479,10.56,2,0.0,6.336
CA-2017-134978,OFF-BI-10003274,15.92,5,0.2,9.552
CA-2017-130386,OFF-PA-10002749,16.056,3,0.2,9.6336
CA-2017-130386,OFF-PA-10003823,223.056,9,0.2,133.8336
CA-2017-130386,OFF-ST-10003716,540.048,3,0.2,324.0288
US-2017-116659,TEC-PH-10002824,370.782,3,0.4,222.46919999999997
CA-2017-122504,TEC-AC-10003289,59.97,3,0.0,35.982
CA-2017-122504,TEC-PH-10002468,761.544,7,0.2,456.9264
CA-2017-134915,TEC-AC-10001266,41.6,4,0.2,24.96
CA-2017-134915,OFF-PA-10002160,23.12,5,0.2,13.872
CA-2017-134915,FUR-CH-10004875,113.888,2,0.2,68.3328
CA-2017-134915,FUR-FU-10000305,113.568,2,0.2,68.1408
CA-2017-134915,TEC-PH-10000347,7.92,2,0.2,4.752
CA-2017-134915,TEC-PH-10001459,671.984,2,0.2,403.1904
CA-2017-164168,OFF-BI-10000666,30.56,5,0.8,18.336
CA-2017-164168,OFF-ST-10002583,77.952,3,0.2,46.7712
CA-2017-164168,TEC-PH-10004908,67.992,1,0.2,40.7952
CA-2017-164168,OFF-EN-10001219,12.224,2,0.2,7.3344
CA-2017-164168,TEC-AC-10004568,44.784,2,0.2,26.8704
CA-2017-164168,FUR-FU-10001756,22.848,3,0.6,13.708799999999998
CA-2017-152912,OFF-BI-10004728,9.64,2,0.0,5.784
CA-2017-152912,TEC-AC-10004666,826.62,3,0.0,495.972
CA-2017-152912,OFF-ST-10003208,1633.14,9,0.0,979.884
CA-2017-152912,OFF-ST-10003208,544.38,3,0.0,326.628
CA-2017-122644,OFF-PA-10003673,10.848,2,0.2,6.5088
CA-2017-122644,TEC-AC-10003614,18.544,2,0.2,11.1264
CA-2017-152737,OFF-BI-10002982,21.792,4,0.2,13.0752
CA-2017-152737,TEC-AC-10004975,439.8,4,0.0,263.88
CA-2017-164364,OFF-LA-10004853,9.96,2,0.0,5.976
CA-2017-164364,OFF-AR-10000315,9.21,3,0.0,5.526000000000001
CA-2017-164364,OFF-SU-10000381,27.93,3,0.0,16.758
US-2017-136707,OFF-BI-10003460,14.016,4,0.2,8.4096
CA-2017-163874,OFF-BI-10000088,26.352,3,0.2,15.8112
CA-2017-149944,OFF-FA-10003495,18.24,3,0.0,10.943999999999999
CA-2017-149944,OFF-AP-10004708,76.12,2,0.0,45.672000000000004
CA-2017-154088,OFF-PA-10003651,26.72,5,0.2,16.032
US-2017-132220,TEC-AC-10004227,62.352,6,0.2,37.411199999999994
CA-2017-106691,OFF-BI-10000145,1.248,2,0.8,0.7488
CA-2017-150504,OFF-ST-10000615,18.16,2,0.2,10.895999999999999
US-2017-125808,OFF-PA-10001846,11.56,2,0.0,6.936
CA-2017-166835,OFF-ST-10002574,221.024,2,0.2,132.6144
CA-2017-152702,FUR-CH-10002304,254.604,14,0.3,152.7624
CA-2017-149146,OFF-PA-10003919,7.968,2,0.2,4.7808
CA-2017-168655,TEC-AC-10002842,595.0,5,0.0,357.0
CA-2017-168655,OFF-BI-10002082,79.872,3,0.2,47.9232
CA-2017-126536,TEC-AC-10003709,0.99,1,0.0,0.594
CA-2017-126536,OFF-BI-10001191,101.84,5,0.2,61.104
US-2017-136868,TEC-AC-10001539,319.96,4,0.0,191.97599999999997
US-2017-136868,OFF-PA-10002377,17.04,3,0.0,10.223999999999998
US-2017-136868,OFF-ST-10000991,344.91,3,0.0,206.946
CA-2017-152709,OFF-ST-10001837,85.52,2,0.0,51.312
CA-2017-112431,TEC-AC-10001465,435.84,12,0.0,261.50399999999996
CA-2017-112431,OFF-AR-10000940,5.88,2,0.0,3.528
CA-2017-169362,TEC-AC-10001383,39.984,2,0.2,23.9904
CA-2017-150091,TEC-AC-10002167,45.0,3,0.0,27.0
CA-2017-150091,OFF-FA-10000621,17.9,5,0.0,10.739999999999998
CA-2017-150091,FUR-FU-10004053,40.48,2,0.0,24.287999999999997
CA-2017-150091,FUR-BO-10003404,2154.9,5,0.0,1292.94
CA-2017-152933,TEC-PH-10002085,369.544,7,0.2,221.72639999999998
CA-2017-152933,OFF-PA-10001934,10.368,2,0.2,6.2208
CA-2017-152933,TEC-AC-10003033,791.88,3,0.2,475.128
CA-2017-130505,FUR-TA-10001932,673.344,3,0.3,404.00640000000004
CA-2017-169607,OFF-PA-10000477,9.96,2,0.0,5.976
CA-2017-112774,FUR-FU-10003039,34.504,1,0.2,20.702399999999997
CA-2017-103611,FUR-FU-10004270,8.36,2,0.0,5.015999999999999
CA-2017-140676,OFF-PA-10004082,39.9,5,0.0,23.939999999999998
CA-2017-140676,OFF-AP-10000358,90.86,7,0.0,54.516
CA-2017-140676,OFF-PA-10004243,94.85,5,0.0,56.91
CA-2017-124401,OFF-ST-10000649,37.68,3,0.2,22.608
CA-2017-124401,TEC-AC-10002926,279.944,7,0.2,167.9664
CA-2017-149559,OFF-PA-10003172,12.96,2,0.0,7.776
CA-2017-149559,OFF-EN-10002312,22.18,2,0.0,13.308
CA-2017-149559,FUR-CH-10002320,2054.272,8,0.2,1232.5631999999998
CA-2017-149895,TEC-PH-10002200,258.528,2,0.4,155.1168
CA-2017-108749,OFF-PA-10003797,45.36,7,0.0,27.215999999999998
CA-2017-108749,OFF-BI-10003707,45.78,3,0.0,27.468
US-2017-109582,OFF-PA-10004071,166.44,3,0.0,99.86399999999999
CA-2017-126396,TEC-AC-10003116,85.2,6,0.2,51.12
US-2017-150070,FUR-CH-10004860,161.568,2,0.2,96.94080000000001
CA-2017-128769,OFF-AP-10001271,81.568,2,0.2,48.940799999999996
