Fecha Orden,Numero de Orden,Unidades Vendidas,Monto de Venta,Nombre Tienda,SKU Producto,IdCliente
15/06/15,SO46484,1,3578.27,AW Comas,BK-R93R-48,37
15/06/17,SO46492,1,3578.27,AW Comas,BK-R93R-48,38
15/06/20,SO46522,1,3578.27,AW Breña,BK-R93R-48,39
15/06/26,SO46569,1,3578.27,AW Breña,BK-R93R-48,40
15/03/14,SO45664,1,3578.27,AW Trujillo,BK-R93R-48,41
15/04/20,SO45937,1,3578.27,AW Trujillo,BK-R93R-48,42
15/04/09,SO45862,1,3578.27,AW Trujillo,BK-R93R-48,43
15/01/02,SO45083,1,3578.27,AW Huancayo,BK-R93R-48,44
15/03/26,SO45745,1,3578.27,AW Huancayo,BK-R93R-48,45
15/03/28,SO45758,1,3578.27,AW Huancayo,BK-R93R-48,46
15/04/03,SO45827,1,3578.27,AW Huancayo,BK-R93R-48,47
15/04/26,SO45980,1,3578.27,AW Huancayo,BK-R93R-48,48
15/05/12,SO46190,1,3578.27,AW Huancayo,BK-R93R-48,49
15/06/08,SO46441,1,3578.27,AW Huancayo,BK-R93R-48,50
15/06/29,SO46595,1,3578.27,AW Huancayo,BK-R93R-48,51
15/06/02,SO46404,1,3578.27,AW Huancayo,BK-R93R-48,52
15/01/15,SO45162,1,3578.27,AW Arequipa,BK-R93R-48,53
15/01/27,SO45236,1,3578.27,AW Arequipa,BK-R93R-48,54
15/01/02,SO45085,1,3578.27,AW Arequipa,BK-R93R-48,55
15/01/14,SO45155,1,3578.27,AW Arequipa,BK-R93R-48,56
15/01/16,SO45166,1,3578.27,AW Arequipa,BK-R93R-48,57
15/02/04,SO45370,1,3578.27,AW Arequipa,BK-R93R-48,58
15/02/06,SO45386,1,3578.27,AW Arequipa,BK-R93R-48,59
15/02/10,SO45409,1,3578.27,AW Arequipa,BK-R93R-48,60
15/03/25,SO45742,1,3578.27,AW Arequipa,BK-R93R-48,61
15/03/17,SO45689,1,3578.27,AW Arequipa,BK-R93R-48,62
15/03/11,SO45648,1,3578.27,AW Arequipa,BK-R93R-48,63
15/03/03,SO45599,1,3578.27,AW Arequipa,BK-R93R-48,64
15/03/13,SO45660,1,3578.27,AW Arequipa,BK-R93R-48,65
15/03/16,SO45682,1,3578.27,AW Arequipa,BK-R93R-48,66
15/03/04,SO45606,1,3578.27,AW Arequipa,BK-R93R-48,67
15/04/21,SO45950,1,3578.27,AW Arequipa,BK-R93R-48,68
15/04/06,SO45849,1,3578.27,AW Arequipa,BK-R93R-48,69
15/04/15,SO45906,1,3578.27,AW Arequipa,BK-R93R-48,70
15/04/01,SO45819,1,3578.27,AW Arequipa,BK-R93R-48,71
15/05/04,SO46136,1,3578.27,AW Arequipa,BK-R93R-48,72
15/06/24,SO46561,1,3578.27,AW Arequipa,BK-R93R-48,73
15/06/15,SO46488,1,3578.27,AW Arequipa,BK-R93R-48,74
15/06/30,SO46602,1,3578.27,AW Arequipa,BK-R93R-48,75
15/06/07,SO46433,1,3578.27,AW Arequipa,BK-R93R-48,76
15/06/01,SO46391,1,3578.27,AW Arequipa,BK-R93R-48,77
15/01/06,SO45105,1,3578.27,AW Mall del Sur,BK-R93R-48,78
15/01/30,SO45252,1,3578.27,AW Mall del Sur,BK-R93R-48,79
15/02/05,SO45374,1,3578.27,AW Mall del Sur,BK-R93R-48,80
15/02/19,SO45456,1,3578.27,AW Mall del Sur,BK-R93R-48,81
15/02/10,SO45405,1,3578.27,AW Mall del Sur,BK-R93R-48,82
15/03/26,SO45746,1,3578.27,AW Mall del Sur,BK-R93R-48,83
15/03/06,SO45614,1,3578.27,AW Mall del Sur,BK-R93R-48,84
15/04/08,SO45860,1,3578.27,AW Mall del Sur,BK-R93R-48,85
15/05/23,SO46270,1,3578.27,AW Mall del Sur,BK-R93R-48,86
15/02/14,SO45436,1,3578.27,AW Mall del Sur,BK-R93R-48,87
15/02/14,SO45437,1,3578.27,AW Mall del Sur,BK-R93R-48,88
15/02/22,SO45470,1,3578.27,AW Mall del Sur,BK-R93R-48,89
15/02/17,SO45450,1,3578.27,AW Mall del Sur,BK-R93R-48,90
15/03/01,SO45582,1,3578.27,AW Mall del Sur,BK-R93R-48,91
15/02/02,SO45355,1,3578.27,AW Mall del Sur,BK-R93R-48,92
15/01/13,SO45147,1,3578.27,AW Breña,BK-R93R-48,93
15/01/21,SO45201,1,3578.27,AW Breña,BK-R93R-48,94
15/01/04,SO45099,1,3578.27,AW Comas,BK-R93R-48,95
15/01/31,SO45261,1,3578.27,AW Comas,BK-R93R-48,96
15/01/12,SO45141,1,3578.27,AW Breña,BK-R93R-48,97
15/01/01,SO45079,1,3578.27,AW Breña,BK-R93R-48,98
15/01/04,SO45096,1,3578.27,AW Lurin,BK-R93R-48,99
15/01/12,SO45140,1,3578.27,AW Lurin,BK-R93R-48,100
15/02/15,SO45441,1,3578.27,AW Comas,BK-R93R-48,101
15/02/11,SO45413,1,3578.27,AW Breña,BK-R93R-48,102
15/02/24,SO45485,1,3578.27,AW Breña,BK-R93R-48,103
15/03/30,SO45774,1,3578.27,AW Breña,BK-R93R-48,104
15/03/11,SO45646,1,3578.27,AW Breña,BK-R93R-48,105
15/03/04,SO45603,1,3578.27,AW Comas,BK-R93R-48,106
15/03/04,SO45602,1,3578.27,AW Lurin,BK-R93R-48,107
15/03/15,SO45671,1,3578.27,AW Breña,BK-R93R-48,108
15/03/28,SO45757,1,3578.27,AW Lurin,BK-R93R-48,109
15/04/03,SO45824,1,3578.27,AW Comas,BK-R93R-48,110
15/04/05,SO45843,1,3578.27,AW Breña,BK-R93R-48,111
15/04/12,SO45882,1,3578.27,AW Comas,BK-R93R-48,112
15/04/15,SO45900,1,3578.27,AW Breña,BK-R93R-48,113
15/04/15,SO45901,1,3578.27,AW Breña,BK-R93R-48,114
15/04/17,SO45919,1,3578.27,AW Comas,BK-R93R-48,115
15/04/18,SO45927,1,3578.27,AW Breña,BK-R93R-48,116
15/04/23,SO45961,1,3578.27,AW Lurin,BK-R93R-48,117
15/05/01,SO46115,1,3578.27,AW Breña,BK-R93R-48,118
15/05/04,SO46133,1,3578.27,AW Breña,BK-R93R-48,119
15/05/09,SO46170,1,3578.27,AW Breña,BK-R93R-48,120
15/05/17,SO46234,1,3578.27,AW Breña,BK-R93R-48,121
15/05/17,SO46237,1,3578.27,AW Lurin,BK-R93R-48,122
15/05/24,SO46279,1,3578.27,AW Comas,BK-R93R-48,123
15/05/30,SO46314,1,3578.27,AW Breña,BK-R93R-48,124
15/06/06,SO46424,1,3578.27,AW Breña,BK-R93R-48,125
15/06/09,SO46445,1,3578.27,AW Comas,BK-R93R-48,126
15/06/11,SO46460,1,3578.27,AW Breña,BK-R93R-48,127
15/06/15,SO46483,1,3578.27,AW Breña,BK-R93R-48,128
15/06/25,SO46568,1,3578.27,AW Comas,BK-R93R-48,129
15/02/14,SO45432,1,3578.27,AW Trujillo,BK-R93R-48,130
15/02/08,SO45393,1,3578.27,AW Trujillo,BK-R93R-48,131
15/02/15,SO45440,1,3578.27,AW Trujillo,BK-R93R-48,132
15/03/20,SO45704,1,3578.27,AW Trujillo,BK-R93R-48,133
15/03/23,SO45725,1,3578.27,AW Trujillo,BK-R93R-48,134
15/03/05,SO45612,1,3578.27,AW Trujillo,BK-R93R-48,135
15/05/18,SO46239,1,3578.27,AW Trujillo,BK-R93R-48,136
15/02/09,SO45398,1,3578.27,AW Huancayo,BK-R93R-48,137
15/03/18,SO45694,1,3578.27,AW Huancayo,BK-R93R-48,138
15/04/07,SO45854,1,3578.27,AW Huancayo,BK-R93R-48,139
15/01/16,SO45168,1,3578.27,AW Arequipa,BK-R93R-48,140
15/01/18,SO45182,1,3578.27,AW Arequipa,BK-R93R-48,141
15/01/03,SO45093,1,3578.27,AW Arequipa,BK-R93R-48,142
15/01/24,SO45223,1,3578.27,AW Arequipa,BK-R93R-48,143
15/01/11,SO45136,1,3578.27,AW Arequipa,BK-R93R-48,144
15/02/03,SO45363,1,3578.27,AW Arequipa,BK-R93R-48,145
15/02/01,SO45349,1,3578.27,AW Arequipa,BK-R93R-48,146
15/02/08,SO45396,1,3578.27,AW Arequipa,BK-R93R-48,147
15/03/15,SO45673,1,3578.27,AW Arequipa,BK-R93R-48,148
15/04/22,SO45956,1,3578.27,AW Arequipa,BK-R93R-48,149
15/04/09,SO45865,1,3578.27,AW Arequipa,BK-R93R-48,150
15/04/20,SO45942,1,3578.27,AW Arequipa,BK-R93R-48,151
15/04/29,SO46007,1,3578.27,AW Arequipa,BK-R93R-48,152
15/04/20,SO45944,1,3578.27,AW Arequipa,BK-R93R-48,153
15/04/13,SO45892,1,3578.27,AW Arequipa,BK-R93R-48,154
15/04/02,SO45822,1,3578.27,AW Arequipa,BK-R93R-48,155
15/05/04,SO46134,1,3578.27,AW Arequipa,BK-R93R-48,156
15/05/30,SO46318,1,3578.27,AW Arequipa,BK-R93R-48,157
15/05/20,SO46255,1,3578.27,AW Arequipa,BK-R93R-48,158
15/05/12,SO46189,1,3578.27,AW Arequipa,BK-R93R-48,159
15/06/21,SO46534,1,3578.27,AW Arequipa,BK-R93R-48,160
15/06/08,SO46440,1,3578.27,AW Arequipa,BK-R93R-48,161
15/06/17,SO46496,1,3578.27,AW Arequipa,BK-R93R-48,162
15/06/09,SO46447,1,3578.27,AW Arequipa,BK-R93R-48,163
15/06/23,SO46553,1,3578.27,AW Arequipa,BK-R93R-48,164
15/06/05,SO46418,1,3578.27,AW Arequipa,BK-R93R-48,165
15/02/03,SO45361,1,3578.27,AW Mall del Sur,BK-R93R-48,166
15/02/18,SO45454,1,3578.27,AW Mall del Sur,BK-R93R-48,167
15/02/03,SO45358,1,3578.27,AW Mall del Sur,BK-R93R-48,168
15/04/16,SO45912,1,3578.27,AW Mall del Sur,BK-R93R-48,169
15/06/19,SO46520,1,3578.27,AW Mall del Sur,BK-R93R-48,170
15/06/29,SO46590,1,3578.27,AW Mall del Sur,BK-R93R-48,171
15/02/11,SO45415,1,3578.27,AW Mall del Sur,BK-R93R-48,172
15/02/13,SO45430,1,3578.27,AW Mall del Sur,BK-R93R-48,173
15/02/26,SO45498,1,3578.27,AW Mall del Sur,BK-R93R-48,174
15/03/12,SO45650,1,3578.27,AW Mall del Sur,BK-R93R-48,175
15/01/22,SO45207,1,3578.27,AW Breña,BK-R93R-48,176
15/01/24,SO45220,1,3578.27,AW Comas,BK-R93R-48,177
15/01/23,SO45215,1,3578.27,AW Comas,BK-R93R-48,178
15/01/06,SO45107,1,3578.27,AW Breña,BK-R93R-48,179
15/02/28,SO45512,1,3578.27,AW Breña,BK-R93R-48,2
15/03/13,SO45658,1,3578.27,AW Breña,BK-R93R-48,3
15/03/03,SO45594,1,3578.27,AW Comas,BK-R93R-48,4
15/03/19,SO45700,1,3578.27,AW Comas,BK-R93R-62,180
15/03/15,SO45670,1,3578.27,AW Comas,BK-R93R-62,181
15/04/27,SO45987,1,3578.27,AW Breña,BK-R93R-62,182
15/05/11,SO46180,1,3578.27,AW Comas,BK-R93R-62,183
15/06/23,SO46548,1,3578.27,AW Comas,BK-R93R-62,184
15/02/22,SO45474,1,3578.27,AW Arequipa,BK-R93R-62,185
15/03/19,SO45703,1,3578.27,AW Arequipa,BK-R93R-62,186
15/04/24,SO45969,1,3578.27,AW Arequipa,BK-R93R-62,187
15/04/11,SO45875,1,3578.27,AW Arequipa,BK-R93R-62,188
15/06/10,SO46454,1,3578.27,AW Arequipa,BK-R93R-62,189
15/06/02,SO46401,1,3578.27,AW Arequipa,BK-R93R-62,190
15/02/13,SO45429,1,3578.27,AW Mall del Sur,BK-R93R-62,191
15/02/12,SO45422,1,3578.27,AW Mall del Sur,BK-R93R-62,192
15/01/23,SO45214,1,3578.27,AW Lurin,BK-R93R-62,193
15/02/07,SO45389,1,3578.27,AW Breña,BK-R93R-62,194
15/02/14,SO45433,1,3578.27,AW Lurin,BK-R93R-62,195
15/03/24,SO45731,1,3578.27,AW Breña,BK-R93R-62,196
15/03/29,SO45767,1,3578.27,AW Breña,BK-R93R-62,197
15/03/29,SO45768,1,3578.27,AW Breña,BK-R93R-62,198
15/03/22,SO45717,1,3578.27,AW Comas,BK-R93R-62,199
15/02/27,SO45508,1,3578.27,AW Lurin,BK-R93R-62,200
15/03/05,SO45611,1,3578.27,AW Comas,BK-R93R-62,201
15/04/07,SO45850,1,3578.27,AW Breña,BK-R93R-62,202
15/04/26,SO45981,1,3578.27,AW Lurin,BK-R93R-62,203
15/05/01,SO46108,1,3578.27,AW Breña,BK-R93R-62,204
15/05/01,SO46113,1,3578.27,AW Breña,BK-R93R-62,205
15/05/12,SO46186,1,3578.27,AW Comas,BK-R93R-62,206
15/05/21,SO46260,1,3578.27,AW Comas,BK-R93R-62,207
15/06/07,SO46431,1,3578.27,AW Comas,BK-R93R-62,208
15/06/10,SO46451,1,3578.27,AW Breña,BK-R93R-62,209
15/06/12,SO46464,1,3578.27,AW Breña,BK-R93R-62,210
15/06/14,SO46479,1,3578.27,AW Breña,BK-R93R-62,211
15/06/20,SO46521,1,3578.27,AW Breña,BK-R93R-62,212
15/06/23,SO46546,1,3578.27,AW Comas,BK-R93R-62,213
15/06/24,SO46559,1,3578.27,AW Breña,BK-R93R-62,214
15/06/24,SO46557,1,3578.27,AW Breña,BK-R93R-62,215
15/06/27,SO46580,1,3578.27,AW Breña,BK-R93R-62,216
15/01/30,SO45250,1,3578.27,AW Trujillo,BK-R93R-62,217
15/02/27,SO45509,1,3578.27,AW Trujillo,BK-R93R-62,218
15/02/11,SO45410,1,3578.27,AW Trujillo,BK-R93R-62,219
15/03/11,SO45643,1,3578.27,AW Trujillo,BK-R93R-62,220
15/01/30,SO45249,1,3578.27,AW Huancayo,BK-R93R-62,221
15/01/18,SO45181,1,3578.27,AW Huancayo,BK-R93R-62,222
15/01/18,SO45185,1,3578.27,AW Huancayo,BK-R93R-62,223
15/06/12,SO46471,1,3578.27,AW Trujillo,BK-R93R-62,224
15/02/10,SO45401,1,3578.27,AW Huancayo,BK-R93R-62,225
15/03/03,SO45593,1,3578.27,AW Huancayo,BK-R93R-62,226
15/04/15,SO45903,1,3578.27,AW Huancayo,BK-R93R-62,227
15/01/29,SO45246,1,3578.27,AW Arequipa,BK-R93R-62,228
15/02/07,SO45390,1,3578.27,AW Arequipa,BK-R93R-62,229
15/02/24,SO45489,1,3578.27,AW Arequipa,BK-R93R-62,230
15/02/19,SO45459,1,3578.27,AW Arequipa,BK-R93R-62,231
15/03/28,SO45764,1,3578.27,AW Arequipa,BK-R93R-62,232
15/03/21,SO45716,1,3578.27,AW Arequipa,BK-R93R-62,233
15/03/24,SO45736,1,3578.27,AW Arequipa,BK-R93R-62,234
15/03/20,SO45710,1,3578.27,AW Arequipa,BK-R93R-62,235
15/04/20,SO45941,1,3578.27,AW Arequipa,BK-R93R-62,236
15/04/18,SO45932,1,3578.27,AW Arequipa,BK-R93R-62,237
15/04/23,SO45962,1,3578.27,AW Arequipa,BK-R93R-62,238
15/04/03,SO45829,1,3578.27,AW Arequipa,BK-R93R-62,239
15/05/13,SO46200,1,3578.27,AW Arequipa,BK-R93R-62,240
15/05/15,SO46215,1,3578.27,AW Arequipa,BK-R93R-62,241
15/05/12,SO46188,1,3578.27,AW Arequipa,BK-R93R-62,242
15/05/01,SO46117,1,3578.27,AW Arequipa,BK-R93R-62,243
15/05/28,SO46308,1,3578.27,AW Arequipa,BK-R93R-62,244
15/06/27,SO46583,1,3578.27,AW Arequipa,BK-R93R-62,245
15/06/04,SO46415,1,3578.27,AW Arequipa,BK-R93R-62,246
15/01/03,SO45094,1,3578.27,AW Mall del Sur,BK-R93R-62,247
15/04/15,SO45898,1,3578.27,AW Mall del Sur,BK-R93R-62,248
15/04/28,SO45995,1,3578.27,AW Mall del Sur,BK-R93R-62,249
15/04/03,SO45826,1,3578.27,AW Mall del Sur,BK-R93R-62,250
15/05/09,SO46171,1,3578.27,AW Mall del Sur,BK-R93R-62,251
15/06/23,SO46545,1,3578.27,AW Mall del Sur,BK-R93R-62,252
15/02/11,SO45417,1,3578.27,AW Mall del Sur,BK-R93R-62,253
15/02/02,SO45353,1,3578.27,AW Mall del Sur,BK-R93R-62,254
15/01/06,SO45103,1,3578.27,AW Comas,BK-R93R-62,255
15/01/08,SO45114,1,3578.27,AW Comas,BK-R93R-62,256
15/01/31,SO45260,1,3578.27,AW Comas,BK-R93R-62,257
15/01/05,SO45102,1,3578.27,AW Breña,BK-R93R-62,258
15/02/07,SO45387,1,3578.27,AW Comas,BK-R93R-62,259
15/02/10,SO45404,1,3578.27,AW Comas,BK-R93R-62,260
15/03/07,SO45626,1,3578.27,AW Comas,BK-R93R-62,261
15/03/05,SO45610,1,3578.27,AW Comas,BK-R93R-62,262
15/03/12,SO45649,1,3578.27,AW Breña,BK-R93R-62,263
15/02/24,SO45482,1,3578.27,AW Lurin,BK-R93R-62,264
15/03/02,SO45587,1,3578.27,AW Breña,BK-R93R-62,265
15/04/12,SO45878,1,3578.27,AW Lurin,BK-R93R-62,266
15/04/15,SO45899,1,3578.27,AW Breña,BK-R93R-62,267
15/04/18,SO45929,1,3578.27,AW Breña,BK-R93R-62,268
15/04/29,SO46000,1,3578.27,AW Comas,BK-R93R-62,269
15/04/29,SO46002,1,3578.27,AW Breña,BK-R93R-62,270
15/05/03,SO46125,1,3578.27,AW Breña,BK-R93R-62,271
15/05/06,SO46148,1,3578.27,AW Breña,BK-R93R-62,272
15/05/07,SO46155,1,3578.27,AW Breña,BK-R93R-62,273
15/05/08,SO46165,1,3578.27,AW Comas,BK-R93R-62,274
15/05/09,SO46172,1,3578.27,AW Comas,BK-R93R-62,275
15/05/13,SO46196,1,3578.27,AW Comas,BK-R93R-62,276
15/05/17,SO46231,1,3578.27,AW Breña,BK-R93R-62,277
15/05/18,SO46244,1,3578.27,AW Lurin,BK-R93R-62,278
15/05/20,SO46254,1,3578.27,AW Breña,BK-R93R-62,279
15/05/21,SO46263,1,3578.27,AW Lurin,BK-R93R-62,280
15/05/27,SO46302,1,3578.27,AW Comas,BK-R93R-62,281
15/06/11,SO46458,1,3578.27,AW Breña,BK-R93R-62,282
15/06/18,SO46503,1,3578.27,AW Comas,BK-R93R-62,283
15/06/18,SO46499,1,3578.27,AW Comas,BK-R93R-62,284
15/06/18,SO46497,1,3578.27,AW Lurin,BK-R93R-62,285
15/06/19,SO46509,1,3578.27,AW Breña,BK-R93R-62,286
15/06/21,SO46531,1,3578.27,AW Comas,BK-R93R-62,287
15/06/22,SO46538,1,3578.27,AW Breña,BK-R93R-62,288
15/06/29,SO46591,1,3578.27,AW Comas,BK-R93R-62,289
15/06/30,SO46599,1,3578.27,AW Breña,BK-R93R-62,290
15/02/19,SO45455,1,3578.27,AW Trujillo,BK-R93R-62,291
15/02/17,SO45449,1,3578.27,AW Trujillo,BK-R93R-62,292
15/03/01,SO45580,1,3578.27,AW Trujillo,BK-R93R-62,293
15/04/17,SO45924,1,3578.27,AW Trujillo,BK-R93R-62,294
15/04/10,SO45868,1,3578.27,AW Trujillo,BK-R93R-62,295
15/04/10,SO45869,1,3578.27,AW Trujillo,BK-R93R-62,296
15/01/13,SO45146,1,3578.27,AW Huancayo,BK-R93R-62,297
15/05/12,SO46191,1,3578.27,AW Trujillo,BK-R93R-62,298
15/01/15,SO45160,1,3578.27,AW Huancayo,BK-R93R-62,299
15/01/19,SO45187,1,3578.27,AW Huancayo,BK-R93R-62,300
15/02/13,SO45425,1,3578.27,AW Huancayo,BK-R93R-62,301
15/02/05,SO45371,1,3578.27,AW Huancayo,BK-R93R-62,302
15/04/09,SO45866,1,3578.27,AW Huancayo,BK-R93R-62,303
15/06/19,SO46519,1,3578.27,AW Huancayo,BK-R93R-62,304
15/01/10,SO45128,1,3578.27,AW Arequipa,BK-R93R-62,305
15/01/11,SO45137,1,3578.27,AW Arequipa,BK-R93R-62,306
15/01/26,SO45232,1,3578.27,AW Arequipa,BK-R93R-62,307
15/01/29,SO45245,1,3578.27,AW Arequipa,BK-R93R-62,308
15/01/14,SO45153,1,3578.27,AW Arequipa,BK-R93R-62,309
15/02/15,SO45444,1,3578.27,AW Arequipa,BK-R93R-62,310
15/02/15,SO45445,1,3578.27,AW Arequipa,BK-R93R-62,311
15/02/28,SO45515,1,3578.27,AW Arequipa,BK-R93R-62,312
15/02/22,SO45473,1,3578.27,AW Arequipa,BK-R93R-62,313
15/02/25,SO45494,1,3578.27,AW Arequipa,BK-R93R-62,314
15/03/21,SO45715,1,3578.27,AW Arequipa,BK-R93R-62,315
15/03/17,SO45690,1,3578.27,AW Arequipa,BK-R93R-62,316
15/04/21,SO45949,1,3578.27,AW Arequipa,BK-R93R-62,317
15/04/26,SO45982,1,3578.27,AW Arequipa,BK-R93R-62,318
15/04/15,SO45907,1,3578.27,AW Arequipa,BK-R93R-62,319
15/04/23,SO45964,1,3578.27,AW Arequipa,BK-R93R-62,320
15/04/20,SO45943,1,3578.27,AW Arequipa,BK-R93R-62,321
15/04/23,SO45963,1,3578.27,AW Arequipa,BK-R93R-62,322
15/04/18,SO45931,1,3578.27,AW Arequipa,BK-R93R-62,323
15/06/22,SO46541,1,3578.27,AW Arequipa,BK-R93R-62,324
15/06/21,SO46535,1,3578.27,AW Arequipa,BK-R93R-62,325
15/06/02,SO46405,1,3578.27,AW Arequipa,BK-R93R-62,326
15/01/20,SO45193,1,3578.27,AW Mall del Sur,BK-R93R-62,327
15/01/06,SO45108,1,3578.27,AW Mall del Sur,BK-R93R-62,328
15/02/27,SO45510,1,3578.27,AW Mall del Sur,BK-R93R-62,329
15/02/11,SO45412,1,3578.27,AW Mall del Sur,BK-R93R-62,330
15/03/16,SO45680,1,3578.27,AW Mall del Sur,BK-R93R-62,331
15/04/12,SO45881,1,3578.27,AW Mall del Sur,BK-R93R-62,332
15/04/29,SO46001,1,3578.27,AW Mall del Sur,BK-R93R-62,333
15/06/27,SO46576,1,3578.27,AW Mall del Sur,BK-R93R-62,334
15/02/11,SO45416,1,3578.27,AW Mall del Sur,BK-R93R-62,335
15/02/06,SO45378,1,3578.27,AW Mall del Sur,BK-R93R-62,336
15/02/20,SO45462,1,3578.27,AW Mall del Sur,BK-R93R-62,337
15/01/06,SO45104,1,3578.27,AW Breña,BK-R93R-62,338
15/01/02,SO45084,1,3578.27,AW Breña,BK-R93R-62,339
15/01/19,SO45189,1,3578.27,AW Comas,BK-R93R-62,340
15/01/28,SO45240,1,3578.27,AW Comas,BK-R93R-62,341
15/01/04,SO45098,1,3578.27,AW Comas,BK-R93R-62,342
15/01/09,SO45121,1,3578.27,AW Comas,BK-R93R-62,343
15/01/03,SO45090,1,3578.27,AW Breña,BK-R93R-62,344
15/01/11,SO45135,1,3578.27,AW Breña,BK-R93R-62,345
15/01/14,SO45152,1,3578.27,AW Comas,BK-R93R-62,346
15/01/12,SO45143,1,3578.27,AW Breña,BK-R93R-62,347
15/02/14,SO45438,1,3578.27,AW Comas,BK-R93R-62,348
15/02/06,SO45382,1,3578.27,AW Comas,BK-R93R-52,349
15/01/22,SO45206,1,3578.27,AW Lurin,BK-R93R-52,350
15/02/02,SO45351,1,3578.27,AW Lurin,BK-R93R-52,351
15/02/03,SO45359,1,3578.27,AW Breña,BK-R93R-52,352
15/03/01,SO45581,1,3578.27,AW Comas,BK-R93R-52,353
15/03/20,SO45706,1,3578.27,AW Breña,BK-R93R-52,354
15/03/02,SO45588,1,3578.27,AW Breña,BK-R93R-52,355
15/03/16,SO45678,1,3578.27,AW Breña,BK-R93R-52,356
15/03/07,SO45624,1,3578.27,AW Breña,BK-R93R-52,357
15/03/28,SO45759,1,3578.27,AW Breña,BK-R93R-52,358
15/03/10,SO45642,1,3578.27,AW Breña,BK-R93R-52,359
15/03/13,SO45656,1,3578.27,AW Breña,BK-R93R-52,360
15/03/23,SO45726,1,3578.27,AW Lurin,BK-R93R-52,361
15/03/27,SO45756,1,3578.27,AW Breña,BK-R93R-52,362
15/02/23,SO45477,1,3578.27,AW Trujillo,BK-R93R-52,363
15/02/10,SO45400,1,3578.27,AW Trujillo,BK-R93R-52,364
15/03/18,SO45692,1,3578.27,AW Trujillo,BK-R93R-52,365
15/03/24,SO45728,1,3578.27,AW Trujillo,BK-R93R-52,366
15/01/21,SO45198,1,3578.27,AW Huancayo,BK-R93R-52,367
15/01/11,SO45130,1,3578.27,AW Huancayo,BK-R93R-52,368
15/01/19,SO45186,1,3578.27,AW Huancayo,BK-R93R-52,369
15/02/01,SO45345,1,3578.27,AW Huancayo,BK-R93R-52,370
15/02/09,SO45397,1,3578.27,AW Huancayo,BK-R93R-52,371
15/02/06,SO45377,1,3578.27,AW Huancayo,BK-R93R-52,372
15/02/04,SO45365,1,3578.27,AW Huancayo,BK-R93R-52,373
15/02/02,SO45352,1,3578.27,AW Huancayo,BK-R93R-52,374
15/03/18,SO45693,1,3578.27,AW Huancayo,BK-R93R-52,375
15/03/24,SO45729,1,3578.27,AW Huancayo,BK-R93R-52,376
15/01/09,SO45124,1,3578.27,AW Arequipa,BK-R93R-52,377
